,Year,Amount,Use Chip,Errors?,Is Fraud?
3904,2015,$50.24,Chip Transaction,N/A,No
3905,2015,$101.89,Chip Transaction,N/A,No
3906,2015,$151.37,Chip Transaction,N/A,No
3907,2015,$64.13,Chip Transaction,N/A,No
3908,2015,$97.37,Chip Transaction,N/A,No
3909,2015,$53.37,Chip Transaction,N/A,No
3910,2015,$125.96,Chip Transaction,N/A,No
3911,2015,$35.86,Chip Transaction,N/A,No
3912,2015,$39.88,Chip Transaction,N/A,No
3913,2015,$33.85,Chip Transaction,N/A,No
3914,2015,$38.20,Chip Transaction,N/A,No
3915,2015,$31.09,Online Transaction,N/A,No
3916,2015,$35.48,Chip Transaction,Bad PIN,No
3917,2015,$59.29,Chip Transaction,N/A,No
3918,2015,$160.16,Chip Transaction,N/A,No
3919,2015,$22.69,Chip Transaction,N/A,No
3920,2015,$63.40,Chip Transaction,N/A,No
3921,2015,$84.00,Chip Transaction,N/A,No
3922,2015,$-84.00,Chip Transaction,N/A,No
3923,2015,$14.01,Chip Transaction,N/A,No
3924,2015,$6.03,Chip Transaction,N/A,No
3925,2015,$52.16,Chip Transaction,N/A,No
3926,2015,$11.59,Chip Transaction,N/A,No
3927,2015,$12.92,Chip Transaction,N/A,No
3928,2015,$32.13,Chip Transaction,N/A,No
3929,2015,$35.85,Chip Transaction,N/A,No
3930,2015,$10.98,Chip Transaction,N/A,No
3931,2015,$157.38,Chip Transaction,N/A,No
3932,2015,$122.75,Chip Transaction,N/A,No
3933,2015,$14.58,Chip Transaction,N/A,No
3934,2015,$39.66,Chip Transaction,N/A,No
3935,2015,$28.50,Chip Transaction,N/A,No
3936,2015,$60.81,Chip Transaction,N/A,No
3937,2015,$-62.00,Chip Transaction,N/A,No
3938,2015,$75.85,Chip Transaction,N/A,No
3939,2015,$62.00,Chip Transaction,N/A,No
3940,2015,$71.06,Chip Transaction,N/A,No
3941,2015,$157.73,Chip Transaction,N/A,No
3942,2015,$38.33,Chip Transaction,N/A,No
3943,2015,$7.08,Swipe Transaction,N/A,No
3944,2015,$12.14,Chip Transaction,N/A,No
3945,2015,$9.16,Chip Transaction,N/A,No
3946,2015,$58.82,Chip Transaction,N/A,No
3947,2015,$81.70,Chip Transaction,N/A,No
3948,2015,$40.62,Chip Transaction,N/A,No
3949,2015,$31.16,Chip Transaction,N/A,No
3950,2015,$45.87,Online Transaction,N/A,No
3951,2015,$38.74,Chip Transaction,N/A,No
3952,2015,$72.11,Swipe Transaction,N/A,No
3953,2015,$36.67,Chip Transaction,N/A,No
3954,2015,$147.19,Chip Transaction,N/A,No
3955,2015,$36.34,Chip Transaction,N/A,No
3956,2015,$69.76,Online Transaction,N/A,No
3957,2015,$62.10,Chip Transaction,N/A,No
3958,2015,$114.85,Chip Transaction,N/A,No
3959,2015,$35.27,Chip Transaction,N/A,No
3960,2015,$2.67,Chip Transaction,N/A,No
3961,2015,$116.68,Chip Transaction,N/A,No
3962,2015,$3.78,Chip Transaction,N/A,No
3963,2015,$24.83,Chip Transaction,N/A,No
3964,2015,$112.68,Chip Transaction,N/A,No
3965,2015,$3.73,Chip Transaction,N/A,No
3966,2015,$96.82,Chip Transaction,N/A,No
3967,2015,$67.57,Chip Transaction,N/A,No
3968,2015,$48.74,Chip Transaction,N/A,No
3969,2015,$145.03,Online Transaction,N/A,No
3970,2015,$115.85,Chip Transaction,N/A,No
3971,2015,$51.41,Chip Transaction,N/A,No
3972,2015,$71.41,Chip Transaction,N/A,No
3973,2015,$120.00,Chip Transaction,N/A,No
3974,2015,$52.84,Chip Transaction,N/A,No
3975,2015,$118.14,Chip Transaction,N/A,No
3976,2015,$131.10,Chip Transaction,N/A,No
3977,2015,$3.35,Chip Transaction,N/A,No
3978,2015,$21.63,Online Transaction,N/A,No
3979,2015,$73.46,Chip Transaction,N/A,No
3980,2015,$182.89,Chip Transaction,N/A,No
3981,2015,$71.65,Chip Transaction,N/A,No
3982,2015,$115.57,Chip Transaction,N/A,No
3983,2015,$73.54,Chip Transaction,N/A,No
3984,2015,$54.20,Chip Transaction,N/A,No
3985,2015,$43.49,Chip Transaction,N/A,No
3986,2015,$6.52,Chip Transaction,N/A,No
3987,2015,$35.92,Chip Transaction,N/A,No
3988,2015,$33.38,Chip Transaction,N/A,No
3989,2015,$22.58,Chip Transaction,N/A,No
3990,2015,$135.80,Chip Transaction,N/A,No
3991,2015,$130.01,Chip Transaction,N/A,No
3992,2015,$1.67,Chip Transaction,N/A,No
3993,2015,$133.88,Chip Transaction,N/A,No
3994,2015,$198.71,Online Transaction,N/A,No
3995,2015,$32.68,Chip Transaction,N/A,No
3996,2015,$56.36,Chip Transaction,N/A,No
3997,2015,$-69.00,Chip Transaction,N/A,No
3998,2015,$69.00,Chip Transaction,N/A,No
3999,2015,$10.44,Chip Transaction,N/A,No
4000,2015,$35.67,Chip Transaction,N/A,No
4001,2015,$24.86,Swipe Transaction,N/A,No
4002,2015,$51.71,Chip Transaction,N/A,No
4003,2015,$46.40,Online Transaction,N/A,No
4004,2015,$129.83,Chip Transaction,N/A,No
4005,2015,$37.78,Chip Transaction,N/A,No
4006,2015,$77.72,Chip Transaction,N/A,No
4007,2015,$31.14,Chip Transaction,N/A,No
4008,2015,$58.29,Chip Transaction,N/A,No
4009,2015,$64.00,Chip Transaction,N/A,No
4010,2015,$-64.00,Chip Transaction,N/A,No
4011,2015,$102.02,Online Transaction,Bad Expiration,No
4012,2015,$27.67,Chip Transaction,N/A,No
4013,2015,$38.52,Chip Transaction,N/A,No
4014,2015,$36.78,Chip Transaction,N/A,No
4015,2015,$81.97,Chip Transaction,N/A,No
4016,2015,$17.25,Online Transaction,N/A,No
4017,2015,$39.59,Chip Transaction,N/A,No
4018,2015,$41.93,Chip Transaction,N/A,No
4019,2015,$43.50,Chip Transaction,N/A,No
4020,2015,$11.90,Swipe Transaction,N/A,No
4021,2015,$15.16,Chip Transaction,N/A,No
4022,2015,$146.00,Chip Transaction,N/A,No
4023,2015,$42.30,Chip Transaction,N/A,No
4024,2015,$78.30,Swipe Transaction,N/A,No
4025,2015,$85.18,Chip Transaction,N/A,No
4026,2015,$37.51,Chip Transaction,N/A,No
4027,2015,$-146.00,Chip Transaction,N/A,No
4028,2015,$75.92,Online Transaction,N/A,No
4029,2015,$15.34,Chip Transaction,N/A,No
4030,2015,$62.10,Chip Transaction,N/A,No
4031,2015,$38.87,Chip Transaction,N/A,No
4032,2015,$90.24,Chip Transaction,N/A,No
4033,2015,$69.92,Chip Transaction,N/A,No
4034,2015,$44.75,Chip Transaction,N/A,No
4035,2015,$63.31,Chip Transaction,N/A,No
4036,2015,$11.84,Chip Transaction,N/A,No
4037,2015,$96.79,Online Transaction,Bad Expiration,No
4038,2015,$79.47,Chip Transaction,N/A,No
4039,2015,$47.04,Chip Transaction,N/A,No
4040,2015,$7.47,Chip Transaction,N/A,No
4041,2015,$140.00,Chip Transaction,N/A,No
4042,2015,$39.22,Chip Transaction,N/A,No
4043,2015,$39.61,Chip Transaction,N/A,No
4044,2015,$34.02,Chip Transaction,N/A,No
4045,2015,$-75.00,Swipe Transaction,N/A,No
4046,2015,$75.00,Swipe Transaction,N/A,No
4047,2015,$62.68,Swipe Transaction,N/A,No
4048,2015,$38.05,Chip Transaction,N/A,No
4049,2015,$9.93,Chip Transaction,N/A,No
4050,2015,$158.46,Chip Transaction,N/A,No
4051,2015,$109.18,Chip Transaction,Insufficient Balance,No
4052,2015,$35.29,Chip Transaction,N/A,No
4053,2015,$134.73,Chip Transaction,N/A,No
4054,2015,$71.10,Chip Transaction,N/A,No
4055,2015,$137.87,Chip Transaction,N/A,No
4056,2015,$33.01,Chip Transaction,N/A,No
4057,2015,$6.81,Chip Transaction,N/A,No
4058,2015,$112.23,Chip Transaction,N/A,No
4059,2015,$35.87,Chip Transaction,N/A,No
4060,2015,$41.23,Chip Transaction,N/A,No
4061,2015,$51.24,Chip Transaction,N/A,No
4062,2015,$119.85,Chip Transaction,N/A,No
4063,2015,$13.75,Chip Transaction,N/A,No
4064,2015,$36.34,Chip Transaction,N/A,No
4065,2015,$10.06,Chip Transaction,N/A,No
4066,2015,$9.19,Chip Transaction,N/A,No
4067,2015,$123.15,Chip Transaction,N/A,No
4068,2015,$44.03,Chip Transaction,N/A,No
4069,2015,$157.48,Online Transaction,N/A,No
4070,2015,$41.15,Chip Transaction,N/A,No
4071,2015,$130.00,Chip Transaction,Technical Glitch,No
4072,2015,$10.72,Chip Transaction,N/A,No
4073,2015,$93.00,Chip Transaction,N/A,No
4074,2015,$60.14,Chip Transaction,N/A,No
4075,2015,$-93.00,Chip Transaction,N/A,No
4076,2015,$72.84,Chip Transaction,N/A,No
4077,2015,$39.04,Chip Transaction,N/A,No
4078,2015,$27.75,Swipe Transaction,N/A,No
4079,2015,$137.53,Chip Transaction,N/A,No
4080,2015,$6.92,Online Transaction,N/A,No
4081,2015,$14.48,Chip Transaction,N/A,No
4082,2015,$148.25,Chip Transaction,N/A,No
4083,2015,$72.89,Chip Transaction,N/A,No
4084,2015,$14.80,Chip Transaction,N/A,No
4085,2015,$41.76,Swipe Transaction,N/A,No
4086,2015,$51.10,Online Transaction,N/A,No
4087,2015,$82.59,Swipe Transaction,N/A,No
4088,2015,$52.81,Chip Transaction,N/A,No
4089,2015,$22.67,Chip Transaction,N/A,No
4090,2015,$35.35,Chip Transaction,N/A,No
4091,2015,$44.13,Chip Transaction,N/A,No
4092,2015,$14.25,Chip Transaction,N/A,No
4093,2015,$8.01,Chip Transaction,N/A,No
4094,2015,$95.46,Chip Transaction,N/A,No
4095,2015,$23.33,Chip Transaction,N/A,No
4096,2015,$39.42,Chip Transaction,N/A,No
4097,2015,$128.49,Chip Transaction,N/A,No
4098,2015,$1.58,Chip Transaction,N/A,No
4099,2015,$287.13,Online Transaction,N/A,Yes
4100,2015,$2.41,Online Transaction,N/A,Yes
4101,2015,$50.81,Online Transaction,N/A,Yes
4102,2015,$248.36,Online Transaction,N/A,Yes
4103,2015,$473.00,Online Transaction,N/A,Yes
4104,2015,$144.49,Online Transaction,N/A,Yes
4105,2015,$44.57,Online Transaction,N/A,Yes
4106,2015,$64.93,Online Transaction,N/A,Yes
4107,2015,$124.59,Online Transaction,N/A,Yes
4108,2015,$97.34,Online Transaction,N/A,Yes
4109,2015,$17.86,Online Transaction,N/A,Yes
4110,2015,$84.24,Chip Transaction,N/A,No
4111,2015,$162.11,Online Transaction,N/A,Yes
4112,2015,$-473.00,Online Transaction,N/A,Yes
4113,2015,$27.87,Chip Transaction,N/A,No
4114,2015,$72.20,Chip Transaction,N/A,No
4115,2015,$8.18,Chip Transaction,N/A,No
4116,2015,$1.46,Chip Transaction,Bad PIN,No
4117,2015,$146.20,Online Transaction,N/A,No
4118,2015,$29.37,Swipe Transaction,N/A,No
4119,2015,$115.16,Chip Transaction,N/A,No
4120,2015,$20.72,Chip Transaction,N/A,No
4121,2015,$47.65,Chip Transaction,N/A,No
4122,2015,$67.78,Chip Transaction,N/A,No
4123,2015,$40.11,Chip Transaction,N/A,No
4124,2015,$79.60,Chip Transaction,N/A,No
4125,2015,$77.52,Swipe Transaction,N/A,No
4126,2015,$3.42,Chip Transaction,N/A,No
4127,2015,$43.59,Chip Transaction,N/A,No
4128,2015,$143.81,Online Transaction,N/A,No
4129,2015,$51.40,Chip Transaction,N/A,No
4130,2015,$47.98,Chip Transaction,N/A,No
4131,2015,$68.35,Chip Transaction,N/A,No
4132,2015,$63.00,Chip Transaction,N/A,No
4133,2015,$-63.00,Chip Transaction,N/A,No
4134,2015,$18.60,Chip Transaction,N/A,No
4135,2015,$113.69,Chip Transaction,Insufficient Balance,No
4136,2016,$66.48,Chip Transaction,N/A,No
4137,2016,$40.02,Chip Transaction,N/A,No
4138,2016,$54.11,Chip Transaction,N/A,No
4139,2016,$89.48,Chip Transaction,N/A,No
4140,2016,$29.15,Chip Transaction,N/A,No
4141,2016,$120.00,Chip Transaction,N/A,No
4142,2016,$56.87,Chip Transaction,N/A,No
4143,2016,$1.44,Chip Transaction,N/A,No
4144,2016,$102.90,Online Transaction,N/A,No
4145,2016,$41.61,Chip Transaction,N/A,No
4146,2016,$3.93,Chip Transaction,N/A,No
4147,2016,$112.79,Chip Transaction,N/A,No
4148,2016,$32.81,Chip Transaction,N/A,No
4149,2016,$12.57,Chip Transaction,N/A,No
4150,2016,$106.81,Swipe Transaction,Insufficient Balance,No
4151,2016,$119.17,Chip Transaction,N/A,No
4152,2016,$50.40,Chip Transaction,N/A,No
4153,2016,$60.63,Chip Transaction,N/A,No
4154,2016,$1.99,Chip Transaction,N/A,No
4155,2016,$56.58,Chip Transaction,N/A,No
4156,2016,$101.18,Chip Transaction,N/A,No
4157,2016,$39.03,Online Transaction,N/A,No
4158,2016,$3.12,Chip Transaction,N/A,No
4159,2016,$117.56,Chip Transaction,N/A,No
4160,2016,$79.36,Chip Transaction,N/A,No
4161,2016,$111.75,Chip Transaction,N/A,No
4162,2016,$159.14,Chip Transaction,N/A,No
4163,2016,$200.00,Chip Transaction,N/A,No
4164,2016,$116.06,Chip Transaction,N/A,No
4165,2016,$-52.00,Chip Transaction,N/A,No
4166,2016,$52.00,Chip Transaction,N/A,No
4167,2016,$70.10,Chip Transaction,N/A,No
4168,2016,$82.95,Chip Transaction,N/A,No
4169,2016,$42.50,Chip Transaction,N/A,No
4170,2016,$36.80,Chip Transaction,N/A,No
4171,2016,$27.93,Chip Transaction,N/A,No
4172,2016,$132.64,Chip Transaction,N/A,No
4173,2016,$43.44,Chip Transaction,N/A,No
4174,2016,$32.58,Online Transaction,N/A,No
4175,2016,$24.16,Chip Transaction,N/A,No
4176,2016,$39.56,Chip Transaction,N/A,No
4177,2016,$24.98,Chip Transaction,N/A,No
4178,2016,$39.18,Chip Transaction,N/A,No
4179,2016,$48.91,Chip Transaction,Insufficient Balance,No
4180,2016,$77.00,Chip Transaction,N/A,No
4181,2016,$56.48,Chip Transaction,N/A,No
4182,2016,$-77.00,Chip Transaction,N/A,No
4183,2016,$17.93,Chip Transaction,N/A,No
4184,2016,$13.40,Chip Transaction,N/A,No
4185,2016,$51.03,Chip Transaction,N/A,No
4186,2016,$140.62,Chip Transaction,N/A,No
4187,2016,$69.71,Chip Transaction,N/A,No
4188,2016,$80.41,Chip Transaction,N/A,No
4189,2016,$130.99,Chip Transaction,N/A,No
4190,2016,$28.84,Chip Transaction,N/A,No
4191,2016,$106.50,Chip Transaction,N/A,No
4192,2016,$48.75,Chip Transaction,N/A,No
4193,2016,$88.79,Chip Transaction,N/A,No
4194,2016,$126.11,Chip Transaction,N/A,No
4195,2016,$37.02,Chip Transaction,N/A,No
4196,2016,$43.52,Chip Transaction,N/A,No
4197,2016,$66.80,Chip Transaction,N/A,No
4198,2016,$134.21,Chip Transaction,N/A,No
4199,2016,$45.80,Chip Transaction,N/A,No
4200,2016,$141.04,Chip Transaction,N/A,No
4201,2016,$33.80,Chip Transaction,N/A,No
4202,2016,$11.56,Chip Transaction,N/A,No
4203,2016,$12.73,Chip Transaction,N/A,No
4204,2016,$158.95,Chip Transaction,N/A,No
4205,2016,$10.28,Chip Transaction,N/A,No
4206,2016,$10.29,Chip Transaction,N/A,No
4207,2016,$74.69,Chip Transaction,N/A,No
4208,2016,$-62.00,Chip Transaction,N/A,No
4209,2016,$62.00,Chip Transaction,N/A,No
4210,2016,$4.52,Chip Transaction,N/A,No
4211,2016,$24.45,Chip Transaction,N/A,No
4212,2016,$47.83,Chip Transaction,N/A,No
4213,2016,$121.85,Chip Transaction,Insufficient Balance,No
4214,2016,$19.81,Chip Transaction,N/A,No
4215,2016,$35.16,Chip Transaction,N/A,No
4216,2016,$74.45,Chip Transaction,N/A,No
4217,2016,$151.80,Chip Transaction,N/A,No
4218,2016,$15.36,Chip Transaction,N/A,No
4219,2016,$-88.00,Chip Transaction,N/A,No
4220,2016,$88.00,Chip Transaction,N/A,No
4221,2016,$75.75,Chip Transaction,N/A,No
4222,2016,$78.86,Swipe Transaction,Insufficient Balance,No
4223,2016,$35.86,Chip Transaction,N/A,No
4224,2016,$64.92,Chip Transaction,N/A,No
4225,2016,$40.10,Chip Transaction,N/A,No
4226,2016,$11.04,Swipe Transaction,N/A,No
4227,2016,$124.42,Chip Transaction,N/A,No
4228,2016,$130.86,Chip Transaction,N/A,No
4229,2016,$47.46,Chip Transaction,N/A,No
4230,2016,$64.60,Chip Transaction,N/A,No
4231,2016,$72.76,Swipe Transaction,N/A,No
4232,2016,$145.66,Chip Transaction,N/A,No
4233,2016,$137.51,Chip Transaction,N/A,No
4234,2016,$37.18,Chip Transaction,N/A,No
4235,2016,$35.73,Chip Transaction,N/A,No
4236,2016,$62.98,Chip Transaction,N/A,No
4237,2016,$36.66,Chip Transaction,N/A,No
4238,2016,$14.93,Chip Transaction,N/A,No
4239,2016,$72.27,Chip Transaction,N/A,No
4240,2016,$83.79,Chip Transaction,N/A,No
4241,2016,$138.25,Chip Transaction,N/A,No
4242,2016,$37.85,Chip Transaction,N/A,No
4243,2016,$99.39,Chip Transaction,N/A,No
4244,2016,$147.85,Online Transaction,N/A,No
4245,2016,$60.88,Chip Transaction,N/A,No
4246,2016,$75.76,Chip Transaction,N/A,No
4247,2016,$79.14,Chip Transaction,N/A,No
4248,2016,$67.55,Chip Transaction,N/A,No
4249,2016,$-92.00,Chip Transaction,N/A,No
4250,2016,$92.00,Chip Transaction,N/A,No
4251,2016,$96.42,Chip Transaction,N/A,No
4252,2016,$44.71,Chip Transaction,N/A,No
4253,2016,$39.78,Chip Transaction,N/A,No
4254,2016,$95.50,Online Transaction,N/A,No
4255,2016,$35.27,Chip Transaction,N/A,No
4256,2016,$134.20,Chip Transaction,N/A,No
4257,2016,$56.49,Chip Transaction,N/A,No
4258,2016,$13.01,Chip Transaction,N/A,No
4259,2016,$97.98,Chip Transaction,N/A,No
4260,2016,$143.80,Chip Transaction,N/A,No
4261,2016,$31.69,Chip Transaction,N/A,No
4262,2016,$144.08,Chip Transaction,N/A,No
4263,2016,$57.92,Chip Transaction,N/A,No
4264,2016,$35.43,Chip Transaction,N/A,No
4265,2016,$9.27,Swipe Transaction,N/A,No
4266,2016,$15.24,Chip Transaction,N/A,No
4267,2016,$118.02,Chip Transaction,N/A,No
4268,2016,$23.34,Chip Transaction,N/A,No
4269,2016,$122.68,Chip Transaction,N/A,No
4270,2016,$109.61,Chip Transaction,N/A,No
4271,2016,$124.62,Chip Transaction,N/A,No
4272,2016,$14.02,Chip Transaction,N/A,No
4273,2016,$44.43,Chip Transaction,N/A,No
4274,2016,$116.75,Chip Transaction,N/A,No
4275,2016,$40.98,Chip Transaction,N/A,No
4276,2016,$8.88,Chip Transaction,N/A,No
4277,2016,$35.40,Chip Transaction,N/A,No
4278,2016,$55.46,Chip Transaction,N/A,No
4279,2016,$132.86,Chip Transaction,N/A,No
4280,2016,$119.28,Chip Transaction,N/A,No
4281,2016,$78.00,Chip Transaction,N/A,No
4282,2016,$9.53,Chip Transaction,N/A,No
4283,2016,$151.55,Chip Transaction,N/A,No
4284,2016,$152.05,Chip Transaction,N/A,No
4285,2016,$17.79,Chip Transaction,N/A,No
4286,2016,$53.99,Online Transaction,N/A,No
4287,2016,$148.96,Chip Transaction,N/A,No
4288,2016,$12.83,Chip Transaction,N/A,No
4289,2016,$38.07,Online Transaction,N/A,No
4290,2016,$62.10,Chip Transaction,N/A,No
4291,2016,$131.99,Chip Transaction,N/A,No
4292,2016,$30.42,Chip Transaction,N/A,No
4293,2016,$150.85,Chip Transaction,Bad PIN,No
4294,2016,$123.83,Chip Transaction,N/A,No
4295,2016,$3.23,Swipe Transaction,N/A,No
4296,2016,$252.92,Online Transaction,N/A,No
4297,2016,$121.97,Chip Transaction,Insufficient Balance,No
4298,2016,$12.88,Chip Transaction,N/A,No
4299,2016,$14.03,Chip Transaction,N/A,No
4300,2016,$6.94,Swipe Transaction,N/A,No
4301,2016,$123.57,Chip Transaction,N/A,No
4302,2016,$13.67,Chip Transaction,N/A,No
4303,2016,$66.02,Chip Transaction,N/A,No
4304,2016,$16.40,Chip Transaction,N/A,No
4305,2016,$12.05,Chip Transaction,N/A,No
4306,2016,$121.51,Chip Transaction,Insufficient Balance,No
4307,2016,$145.10,Chip Transaction,N/A,No
4308,2016,$130.56,Online Transaction,N/A,No
4309,2016,$31.46,Chip Transaction,N/A,No
4310,2016,$18.34,Chip Transaction,N/A,No
4311,2016,$63.11,Chip Transaction,N/A,No
4312,2016,$7.73,Chip Transaction,N/A,No
4313,2016,$12.41,Chip Transaction,N/A,No
4314,2016,$49.80,Chip Transaction,N/A,No
4315,2016,$147.33,Online Transaction,N/A,No
4316,2016,$53.98,Online Transaction,N/A,No
4317,2016,$49.83,Chip Transaction,N/A,No
4318,2016,$61.24,Chip Transaction,N/A,No
4319,2016,$31.78,Online Transaction,N/A,No
4320,2016,$120.65,Chip Transaction,N/A,No
4321,2016,$121.78,Chip Transaction,Insufficient Balance,No
4322,2016,$115.63,Chip Transaction,N/A,No
4323,2016,$45.94,Chip Transaction,N/A,No
4324,2016,$88.58,Online Transaction,N/A,No
4325,2016,$123.00,Chip Transaction,N/A,No
4326,2016,$89.36,Swipe Transaction,N/A,No
4327,2016,$122.38,Chip Transaction,Technical Glitch,No
4328,2016,$-123.00,Chip Transaction,N/A,No
4329,2016,$38.58,Chip Transaction,N/A,No
4330,2016,$126.63,Chip Transaction,N/A,No
4331,2016,$68.47,Chip Transaction,N/A,No
4332,2016,$149.19,Chip Transaction,N/A,No
4333,2016,$11.27,Chip Transaction,N/A,No
4334,2016,$135.48,Chip Transaction,N/A,No
4335,2016,$140.00,Chip Transaction,N/A,No
4336,2016,$26.91,Chip Transaction,N/A,No
4337,2016,$36.20,Chip Transaction,N/A,No
4338,2017,$28.06,Chip Transaction,N/A,No
4339,2017,$46.07,Chip Transaction,N/A,No
4340,2017,$31.08,Chip Transaction,N/A,No
4341,2017,$11.48,Chip Transaction,N/A,No
4342,2017,$39.69,Chip Transaction,N/A,No
4343,2017,$40.28,Chip Transaction,N/A,No
4344,2017,$35.02,Chip Transaction,N/A,No
4345,2017,$131.12,Chip Transaction,N/A,No
4346,2017,$40.25,Chip Transaction,N/A,No
4347,2017,$70.19,Chip Transaction,N/A,No
4348,2017,$40.59,Chip Transaction,N/A,No
4349,2017,$71.12,Chip Transaction,N/A,No
4350,2017,$138.89,Chip Transaction,N/A,No
4351,2017,$71.52,Swipe Transaction,N/A,No
4352,2017,$2.30,Chip Transaction,N/A,No
4353,2017,$126.13,Chip Transaction,N/A,No
4354,2017,$37.64,Chip Transaction,N/A,No
4355,2017,$119.51,Chip Transaction,Insufficient Balance,No
4356,2017,$67.03,Chip Transaction,N/A,No
4357,2017,$7.93,Chip Transaction,N/A,No
4358,2017,$19.81,Online Transaction,N/A,No
4359,2017,$44.00,Online Transaction,N/A,No
4360,2017,$40.65,Chip Transaction,N/A,No
4361,2017,$84.86,Online Transaction,N/A,No
4362,2017,$56.06,Chip Transaction,N/A,No
4363,2017,$71.24,Chip Transaction,N/A,No
4364,2017,$49.76,Chip Transaction,N/A,No
4365,2017,$133.38,Chip Transaction,N/A,No
4366,2017,$27.70,Chip Transaction,N/A,No
4367,2017,$43.42,Chip Transaction,N/A,No
4368,2017,$78.42,Chip Transaction,N/A,No
4369,2017,$25.31,Chip Transaction,N/A,No
4370,2017,$22.38,Chip Transaction,N/A,No
4371,2017,$35.38,Chip Transaction,N/A,No
4372,2017,$42.14,Chip Transaction,N/A,No
4373,2017,$5.03,Chip Transaction,N/A,No
4374,2017,$126.97,Chip Transaction,N/A,No
4375,2017,$149.36,Chip Transaction,N/A,No
4376,2017,$43.38,Chip Transaction,N/A,No
4377,2017,$72.08,Chip Transaction,N/A,No
4378,2017,$67.21,Chip Transaction,N/A,No
4379,2017,$74.00,Chip Transaction,N/A,No
4380,2017,$-74.00,Chip Transaction,N/A,No
4381,2017,$10.83,Chip Transaction,N/A,No
4382,2017,$7.97,Chip Transaction,N/A,No
4383,2017,$44.14,Chip Transaction,N/A,No
4384,2017,$119.96,Chip Transaction,Insufficient Balance,No
4385,2017,$40.06,Online Transaction,N/A,No
4386,2017,$30.81,Chip Transaction,N/A,No
4387,2017,$38.15,Chip Transaction,N/A,No
4388,2017,$156.80,Chip Transaction,N/A,No
4389,2017,$70.00,Chip Transaction,N/A,No
4390,2017,$57.48,Chip Transaction,N/A,No
4391,2017,$-70.00,Chip Transaction,N/A,No
4392,2017,$112.92,Chip Transaction,N/A,No
4393,2017,$43.83,Chip Transaction,N/A,No
4394,2017,$-87.00,Chip Transaction,N/A,No
4395,2017,$87.00,Chip Transaction,N/A,No
4396,2017,$12.98,Chip Transaction,N/A,No
4397,2017,$114.44,Chip Transaction,N/A,No
4398,2017,$62.45,Chip Transaction,N/A,No
4399,2017,$29.41,Chip Transaction,N/A,No
4400,2017,$87.19,Chip Transaction,N/A,No
4401,2017,$37.44,Chip Transaction,N/A,No
4402,2017,$118.74,Chip Transaction,N/A,No
4403,2017,$12.01,Chip Transaction,N/A,No
4404,2017,$47.51,Chip Transaction,N/A,No
4405,2017,$160.63,Chip Transaction,N/A,No
4406,2017,$85.00,Chip Transaction,N/A,No
4407,2017,$37.81,Chip Transaction,N/A,No
4408,2017,$39.16,Chip Transaction,N/A,No
4409,2017,$155.88,Chip Transaction,N/A,No
4410,2017,$64.68,Chip Transaction,N/A,No
4411,2017,$14.76,Chip Transaction,N/A,No
4412,2017,$14.06,Chip Transaction,N/A,No
4413,2017,$27.23,Chip Transaction,N/A,No
4414,2017,$36.94,Chip Transaction,N/A,No
4415,2017,$149.63,Chip Transaction,N/A,No
4416,2017,$111.06,Chip Transaction,N/A,No
4417,2017,$154.72,Chip Transaction,N/A,No
4418,2017,$68.94,Chip Transaction,N/A,No
4419,2017,$32.56,Chip Transaction,N/A,No
4420,2017,$109.93,Chip Transaction,N/A,No
4421,2017,$35.26,Chip Transaction,N/A,No
4422,2017,$116.46,Chip Transaction,Insufficient Balance,No
4423,2017,$34.40,Chip Transaction,N/A,No
4424,2017,$10.33,Chip Transaction,N/A,No
4425,2017,$165.48,Chip Transaction,N/A,No
4426,2017,$138.74,Chip Transaction,N/A,No
4427,2017,$7.51,Online Transaction,N/A,No
4428,2017,$8.71,Online Transaction,N/A,No
4429,2017,$1.54,Chip Transaction,N/A,No
4430,2017,$47.72,Chip Transaction,N/A,No
4431,2017,$24.79,Chip Transaction,N/A,No
4432,2017,$15.03,Chip Transaction,N/A,No
4433,2017,$106.24,Chip Transaction,N/A,No
4434,2017,$114.89,Online Transaction,N/A,No
4435,2017,$153.20,Chip Transaction,N/A,No
4436,2017,$-69.00,Chip Transaction,N/A,No
4437,2017,$55.32,Chip Transaction,N/A,No
4438,2017,$69.00,Chip Transaction,N/A,No
4439,2017,$9.46,Chip Transaction,N/A,No
4440,2017,$26.15,Chip Transaction,N/A,No
4441,2017,$10.68,Chip Transaction,N/A,No
4442,2017,$11.45,Chip Transaction,Technical Glitch,No
4443,2017,$23.70,Chip Transaction,N/A,No
4444,2017,$44.77,Chip Transaction,N/A,No
4445,2017,$148.74,Online Transaction,N/A,No
4446,2017,$88.28,Chip Transaction,N/A,No
4447,2017,$128.50,Chip Transaction,N/A,No
4448,2017,$63.78,Chip Transaction,N/A,No
4449,2017,$6.26,Chip Transaction,N/A,No
4450,2017,$74.97,Chip Transaction,N/A,No
4451,2017,$3.61,Chip Transaction,N/A,No
4452,2017,$7.92,Chip Transaction,N/A,No
4453,2017,$42.49,Chip Transaction,N/A,No
4454,2017,$49.17,Chip Transaction,N/A,No
4455,2017,$136.86,Chip Transaction,N/A,No
4456,2017,$46.23,Chip Transaction,N/A,No
4457,2017,$60.72,Chip Transaction,N/A,No
